,toxic,comment_text
51937,0,"I'm sorry.........if you think the out is hiring goons like Blackwater and Xi to do our nation's dirty work somehow spares us from culpability, you are sadly deluded.  Those Kentucky National Guard reservists took the fall for the likes of Bush, Cheney and Rumsfeld and we're not going to return to that behavior.  Gorsuch is the happy a**-kisser who volunteered for Bush the use of the signing statement to protect his lame behind from repercussions.  Gorsuch is a ghoul and a tool for corporate interests and that is why he is not suitable for the highest court in the land."
99212,0,"Yeah...I hated to see Sloter go but I get it. Sloter had never faced a teams number one defense. To ask him to do so in a game that counted would have been unfair if Siemian was injured. Osweiller clearly does not have the stuff to be a franchise QB but Denver can use him for what he truly should be...a back-up QB playing for the league minimum.
The Little Guy"
74109,0,She appears to be the only one in the family with a heart.
43203,0,"Government is necessary to protect the populace from harm, from external sources, and to rationally police the populace, and to provide what has been rationally determined to be necessary law and infrastructure. I believe in small, limited government, that is totally non-politicized (or worse, corrupt), that is held accountable by the populace and is totally transparent. Salaries and benefits for government workers should match those obtainable in the private sector. Given that America is now nearly 20 trillion dollars in debt, given the failure of so many government agencies to perform with accountability and efficiency (the VA comes right to mind), I do not believe that the leviathan which now exists serves the people well. btw, as anyone who has lived in any American inner city will assure you, the greatest health problem facing America's poor, is obesity. No, it is not because junk food is cheaper than healthy food. (Accessibility has become a problem primarily due to crime.)"
2765,0,"""Sanders’ current net favorable rating among Democrats is 13 points higher than Clinton’s, according to a recent Reuters/Ipsos poll. The same poll found that 75 percent of Democrats want him to play a “major” role in their party. (Surprisingly, 44 percent of Democrats polled wanted Sanders to run as an independent, a fact that should give the Clinton team pause.)""

http://www.commondreams.org/views/2016/06/20/bernie-sanders-leverage-isnt-going-anywhere-deal-it"
10438,0,Then how do a bunch of untrained insurgents in Afghanistan and Iraq give our army such a headache?
27689,0,"I am hoping that those opposed come up with some viable solutions on where the lost income will come from. Please do not suggest ""green energy"", until you examine Ontario's tragic experience with green energy!"
77455,0,fake news is creating problems in usa
67576,0,"Oh, come on, howler. It is obvious to any thinking person that ""immediacy"" reveals an important truth about one's true feelings. You can hire an ad agency to create ""content and meaning"" any time. The fact that Trump had to be forced into being specific speaks volumes."
39118,0,Trump digs his own holes and is responsible for the disruptive climate created purposefully; we hope for the nation's sake that the citizenry awakes before a catastrophe.
81891,0,"Yes, and I welcome that. But I think in a review of campaign ads, it is appropriate to pass judgement on the effectiveness."
46988,0,"A bit of that, and a bit of self-interest.  Many (most?) households in the province have someone or a relative elsewhere in the public sector or somehow getting a non-private sector paycheque, and they usually don't vote Conservative."
66239,0,"There are better aircraft out there, but the Advance Super Hornet isn't bad. It won't be much cheaper than the F-35 and certainly won't give us anywhere nears its capability."
94192,0,"The author believes in proportional response. I do not. If NK comes close to Guam, then all of NKs ability to govern, engage in nuclear research or production, engage in missile research or production, or engage in war should be eliminated.

Then, if they want to join the 21st century, they should be free to do so."
46019,0,"Denby: Mahalo for reporting this. Thank goodness we have people like 'the food babe""...brava to her! Keeping our food,and water as they were intended b4 big money got their greedy hands in this industry is a good goal for all of us. NO GMO's."
88713,0,"Perhaps from the article above you missed this?  ""The rail guideway could instead be used to run buses, providing one traffic lane per direction for a total of two lanes. So its cost to the local taxpayer is $180 million per lane-mile.""  Also the City's EIS openly states a 1.8% traffic improvement with this project which doesn't really do anything for traffic relief."
85995,0,"The bill to open ANWR also does away with federal oil revenue sharing.
http://www.rollcall.com/news/policy/trump-budget-allow-anwr-drilling-end-oil-revenue-sharing"
42607,0,"Sorry, Gerson, no cushy government job for you this time.  You threw the new President-elect under the bus, remember?

Trying to direct his administration from the Washington Post probably won't work, either."
60038,0,"Happy to see technology is moving forward. All great vehicles but for the average consumer two obstacles come to mind, range for pure electrics and cost to buy. Even with generous Gov rebates (Ontari-owe). I have trouble justifying the expense when a gas vehicle is so much less to step into...  even with money saved on not buying gas/buying less gas. Long term pure electrics/plug in Hybrids give me something to think about. When the battery dies do we pay for disposal fees? A new battery is many thousands plus installation plus sales taxes? How much for a new electric motor if it dies? (no different than an electric motor on a lawn mower) nothing lasts forever....  One could argue electrics will help save the planet? What does our Government plan to do with our Nuclear waste from our Nuclear plants that's been accumulating for 50+ years? No one in the media talks about that thorny issue? Solar and wind power will only provide 'X' amount of electrons.  Sorry the jury is still out."
76368,0,"MS-13, coming to a neighbourhood near you."
71679,0,Do you honest believe that Trump thought the Russian investigation would end if he fired Comey? Seriously?
78575,0,"Ok, Model Upright Citizen"
24323,0,"Particularly when most of those monuments went up, and parks and colleges renamed, just at times when blacks were achieving some success with civil rights.  1910's, 1960's.  The are propaganda to remind whites in the south of their ""heritage"" and blacks what they should be afraid of."
82125,0,"Young would be nice, was young when JFK was assasinated.
Justice will likely be served via due process, that is what is best.
If not, it would not surprise me if each one of them met a sudden ending at some point.
Not from me, but others."
39063,0,"Got something against potential conflicts-of-interest, and what seems to be systemic lack of transparency in city government..."
56657,0,"In the name of whichever deity has washed their brains, doesn't anyone proof read their stuff anymore ?? It might make some of these posts at least intelligible."
13400,0,gd  Isn't it amazing how so many have their head in the sand or is it they have blinders on.  AND the info was in the NY Times so how can the fear mongers ignore the story.
39223,0,Agreed. The guy was discharged from military service for misconduct. That alone should of been a red flag for the VA. They just took his word that he was a combat vet and had PTSD without a full investigation? Unbelievable!
15068,0,This 26 year old dreamer looks like he has a PhD in computer sciences and here to make our country better.
24263,0,Interfering with or harming wild life
8095,0,Does this mean that YOGA is now KOSHER in Catholic institutins of learning?
9036,0,"Under International Law isn't it legal to have soldiers at the border and shoot those trying to enter illegally?

Seems like I read that somewhere."
68434,0,"Mike, get real, this con is way over ripe"
56089,0,"Now we have a more comprehensive view of what the Great Controversy is all about. All created beings are less  than God. So all created beings approach God by way of Jesus the mediator of creation as well as redemption.

All is created ""in Christ"". The angels were created in Christ. Adam and Eve were created in Christ. And Satan convinced them they did not need Christ, if there was no law. No law, no need for grace. But law and grace are the ongoing principles of God's kingdom.

Original sin is simply man without Christ. We are born sinners and children of Satan. ""Ye are of your father the devil......."" ""Sold in sin.""

God has provided the means whereby we can be re-united to Him through His Son. Jesus made the atonement for sin but we must individually ""opt in"" or we remain out.

The Holy Spirit gives us the ability to ""opt in"" and choose salvation. The will is dead in sin. But liberated by the Holy Spirit, we are now free to choose. Most won't and remain lost and deluded."
52327,1,"I trust erudite readers of this plutocrat-owned-bolshevist rag are aware:  All these stories on plebeian (wall street speak for muppet) low-life scum are just a diversion.  

Forward Soviet!"
83400,0,"this guy has created much anti-intellectual, anti-civilization policies and parties, Manning should go see his fake ahs god, leave the rest of us alone"
67032,0,Good. Many of this bunch in the legislature shouldn't return anyway.
63040,0,"Oh no little fella, it was not. Otzi, theTyrolean ""Iceman"", provides an interesting glimpse into European civilization more than  one thousand years before the rise of the pyramids in Egypt:
Bronze metallurgy for tools and weaponry, well developed agriculture and other advanced skill sets were evident in the remains found frozen into a high glacier.

Nice try though."
76114,1,Liar.
37883,1,"fact is these "" people"" will never snap out of it. another islam nut job shooting? why, the answer is to invite more of them and "" understand"" them. these nut jobs take advantage of our immigration non policy to kill us, and liberals think its a great thing. truly mentally disturbed."
3726,1,"Demiliterize Hawaii. The US military are hired guns that invade countries for Gold Oil Drugs, or sugar cane... They are rapist before they leave the academy and proficient at covering toxic waste and their immoral discretion. Http://FreeHawaii.info"
64339,0,The flip side of that could be that these are the areas to come and live becasue the police dismiss the women charges as unfounded even if they were assaulted.  It always comes down to she said he said.  Poor police work or women wanting to press charges just for fun.  Pick your position.
67659,0,"Oopsie.
There's something else at play besides First Amendment rights.
Want take a guess as to what's going on?

Texas A&M Cancels White Nationalist Rally Set for 9/11
http://ktla.com/2017/08/15/texas-am-cancels-white-nationalist-rally-set-for-911/"
26338,0,Sounds like the top execs need to spend more time in other fast-food outlets to see why customers are increasingly choosing the competition.
61437,0,"Haven't studied much history, have you?"
85033,0,"A slew of Republicans, or a slew of Americans who aren't inclined to leave their own behind, much less watch them get killed?"
31290,0,"So.....the lifelong Republican is the RINO, while the 71 year-old that was a Democrat until he discovered birtherism (not to mention being a Clinton and Schumer donor as recently as 2011) at age 66 is the true Republican.

Interesting logic you possess."
75901,0,"The rest of the story.......

The BLM announced the change after determining that the Obama administration proposal to withdraw 10 million acres in Western states “was unreasonable in light of the data that showed that mining affected less than 0.1 percent of sage-grouse-occupied range.”

There are no sagebrush focal areas in Colorado.

“The proposal to withdraw 10 million acres to prevent 10,000 from potential mineral development was a complete overreach,” acting BLM Director Mike Nedd said in a statement.

http://www.gjsentinel.com/news/articles/sagebrush-wont-stop-mineral-leases"
32487,1,Remember Sessions' fake outrage over being questioned regarding his interactions with Russia?  Just another lying politician.  Drain the swamp indeed.
56645,0,"This was BS Single Payer in 1987:  Back in 1987, a much younger Bernie Sanders apparently had that sense too. He warned that expanding Medicaid, the jointly run federal-state health care program for the poor and disabled, to everyone in the country would ""bankrupt the nation.""

""If we expanded Medicaid [to] everybody. Give everybody a Medicaid card—we would be spending such an astronomical sum of money that, you know, we would bankrupt the nation."""
67333,1,"Dummy! It's not a BAN! It's proper vetting so you can dry your eyes now. It's just a delay for my safety and my loved ones. I could care less if you or your loved ones get killed if you don't.It's a fact that the Obama administration passed hundreds of terrorists that have active terrorist training camps in America now, we don't need more of them.Check this out! https://www.youtube.com/watch?v=M37z1MBvT7k"
45259,0,"Very serious - however, nothing will happen to the Trump administration."
47356,0,There you go. The North Koreans can fire a missile by accident too. The question is do they know if theirs works or not.  Might not and a hard way to find out.
79416,0,"Let's see, current Senate:   52 to 48; 2019 Senate 62 to 38.

Nah! Never happen!

That's as unlikely as Trump being nominated and then elected as President!  

You would have to be on drugs to imagine that!"
48930,0,Vogue nation will love it!
40649,0,Now you know why there's little to no subscriber growth and they are on a roll laying people off.
84824,0,Hilarious.  Pseudo-science in search of big profits from the gullible.
30321,0,"I like your thinking there Mr. Todd. In a power outage, stairwells in apartment buildings are unimaginably dark. Potable water will be really hard to get at and let's not forget those people who might see you carrying some and think hmmmm, I would like HIS water... During the communist imposed starvation of the 20th century they used to have signs in public places: DO NOT EAT CHILDREN. People were scratching glue from the back of wallpaper and making soup. The line between civility and barbarity is that one that runs from the 'telephone' pole to the house..."
77423,0,"Care to elaborate?  Or are you following Trump's strategy of making baseless inflammatory statements with nothing to support them except ""alternative facts""?"
49921,1,"LW1: Oh, honey, you're a mess. Work on your own Scheisse and stop getting involved with that of 30-year-old servers, especially ones you work with."
18240,0,you really need to be clearer in your comment. 80-90% of the coal exported from Vancouver is metalurgical coal - coal for making steel. The remainder is thermal coal - the coal you are concerned about. It is burned to produce electricity etc. and does create emissions
24336,1,"No, we can stop subsidizing the foreign companies and use our money for ourselves, not foreign markets or jobs for foreigners to come here under the temporary program. Use your brains. Ruining BC that has 2 earth quake fault lines for an oil company is worse than fraud, it's pure stupidity, negligence and dangerous.

It is also treason and conflict of interest to endanger us for a foreign government."
95390,0,"Start working at home with Google! It's by-far the best job I've had. Last Wednesday I got a brand new BMW since getting a check for $6474 this - 4 weeks past. I began this 8-months ago and immediately was bringing home at least $77 per hour. I work through this link, go to tech tab for work detail.
+_+_+_+_+_+_+_+_+ http://www.22moneybay.com"
85019,0,"Because it is correct as written, not as you attempt to revise/edit it.  Back to the classroom Wee Willie."
24001,0,"On October 5-19, 2014 Pope Francis convoked the Third Extraordinary General Assembly of the Synod of Bishops to discuss the theme ""Pastoral challenges of the family in the context of evangelization"". Prior to this, people at the grassroots level were given the opportunity to participate in the consultation process.  The comments came from thousands and thousands of people from Austria, Belgium, Germany, Japan, Malta, and Switzerland.  At the same time, a Spanish-language media company---Univision Communications---published the results of the global survey of Catholic opinion sent to 12,038 Catholics in twelve countries; Brazil, Mexico, Philippines, USA, Italy, Colombia, France, Poland, Spain, Democratic Republic of Congo, Argentina and Uganda. Together, these nations account for 60 percent of the world's Catholic population. The people expressed views on contraception, on abortion, and on the admission of the divorced and remarried to the sacraments that are at odds with conservatives."
26585,0,"""They were repurposed for Christian purposes.""

Exactly.  As was the Pontifex Maximus."
78635,0,"Yardman: The only sounds I can hear are loud, incoherent ranting from the deplorables and the ""Pssssss..."" of this ""October surprise"" balloon deflating.

Anyone who gets their news from sources other than Fox and Breitbart, realizes that Comey is deservedly getting a lot more heat than Hillary Clinton is."
73553,0,The big money grab to support the wasteful big government policies of Liberal Canada
30509,0,"Planning regs also allowed the Capstone folks to get away with not putting stores on the Willamette side of the project--thus deadening two blocks on what should be a key thoroughfare.  Honestly, given some of what is permitted in this town you have to wonder how much of the Planning Dept. budget actually ends up achieving the opposite of what our goals are."
19865,0,"There aren't nearly as many poorly educated, non-thinkers in this country as in the U.S.  But we still have our share of Bubbas.  Trump is mainly despised here but there are know-nothings who think he's Mr. Wonderful.  Oh, wait, that's one of the candidates for the leadership of Mr. Manning's creation."
50494,0,"It's quite simple really- she wants the State to control the RB, and the printing of money. 

This can only be a Zupta  plan, beautiful in its simplicity. Why even tender, when you control the printing press. 

A second plus is the noise that this will create if a court battle ensues and the State loses, as it probably will. WMC vs the People. 

Must give it to them, they are applying themselves..."
1966,0,"The majority of residents in Charlottesville wanted the Lee monument and park name to stay and remain unchanged, however, the city council voted 3 to 2 to remove the monument and change the name of the park. A Virginia preservationist group sued and received a court order for a six-month stay against removal of the monument. The majority of Virginians want Confederate monuments and parks left alone."
57689,0,GOD sent him to earth for you and me.
90041,0,"You ask the constable 2 questions.

1 - Am I under arrest?
2 - Am I free to go?

and then leave.  You have no obligation to identify yourself.

These are OUR rights, as Canadian citizens."
42110,0,"Scrap the buses altogether. Have the city provide vouchers for cab rides. I'll bet that eliminating the buses, drivers,  maintenance, bus barns, and a whole level of bureaucracy will more than pay for it."
86229,0,"Yes indeed, the church of Donald Trump is far more popular than the church of Jesus Christ."
69118,0,SPOT ON! Thank you.
62446,0,Why?
90472,0,Souki is a blowhard and has been for decades.  Shibai king of Maui they call him.
60645,0,Please stop feeding the bears.
23712,0,Really Boots? Just do share with us how well Obama did with Afgan withdrawal for the last 8 years?
7420,0,"The only way to achieve ""safe places"" is segregation. This is exactly where all this is heading. Maybe DeVos knows this."
94598,0,My question is the Wyland mural considered art? Or is it a commercial calling card for his retail art business?
93218,0,"Who do I believe?  The man who claimed to have a birth certificate proving President Obama was born in Kenya, who apparently had everyone involved in his campaign having discussion with the Russians, who leaked sensitive information about the Middle East to the Russians and runs to the far side of crazy with his outrageous tweets......or the head of the FBI?  
I stick with the director of the FBI."
35864,0,Buy low n sell high. Duhhh
87696,0,"Those six countries have 188 million people total.  There's 1.8 billion Muslims in the world.  Do the math.  President Trump's executive order is hardly a ""Muslim ban"" since it obviously only effects ten percent of the world's Muslims."
93411,0,Agreed but hey maybe my green roofing got voted in as a result WAY TO GO DENVER WOMEN WHO VOTED ... your are all super RAD!!
5361,0,"I guess Kings have forgotten how badly they were playing a few months before they hired Sutter. Then boom, suddenly they were a great team headed for the Cup, too funny."
40858,0,"She needs to order delivery  and watch the movie ""he's just not that in to you""..."
98569,0,Why was he suicidal?
38187,0,"""A $2.5 million increase means that the projected total cost of the project would climb to about $27.5 million, close to double the project’s authorized budget two years ago.""
Well, better hurry up then. Obviously it would be better to build it now for $27 million (a rough guesstimate) than to postpone it for, say, two more years and have it cost $54 million."
73186,0,"I might suggest an alternative title to the one used being ""Secrecy over clergy abuse standards causes confusion in India.""

Change out ""in India"" and make that ""Worldwide"" and we'll be getting closer to the truth.

A major problem with the Vatican's ""secrecy"" approach is that it is easily, regularly, and logically interpreted to mean that the bishops don't care about the laity and its concerns, and/or that they have other, 'higher' priorities.  There is NO amount of subsequent breast-beating and soft words that can undo the loss of trust this secrecy  triggers among the laity.  Quite honestly, much of that breast beating and words of remorse) only make it worse for the bishops, who then come off as being insincere, and responding only to negative PR.  

What people want are leaders who don't need public pressure to drive them to do the right thing.  People want church leaders who believe what they say and teach passionately.  Today, secular justice is much more trusted than church."
41600,0,Methinks the lady doth protest too much
47894,0,"You presume much, muckamuck, and within said presumption, you are wrong.

I get mine own opinions from within mine own heart, and bank account, as it were. 

Mine own heart believes that I can help a family through direct compensation from mine own wallet, unto their own benefit, rather than from mine own wallet, through the government, unto their own benefit.

The only radio that I listen unto is either classical, country, or oldies stations.

I keep a certain amount within my savings and checking accounts, and give, freely, unto others that I so choose, anything above that static threshold, whether through contributions unto the food banks, or directly unto a family within need, as I deem fit.

The government, muckamuck, has no place within mine own giving, and never shall, because they, themselves, are not worthy of mine own contributions, so as to support those I deem fit to receive said contribution.

Government, within itself, muckamuck, is not the solution.

It is the problem."
83959,0,RTD = Really Terrible Decisions
74164,0,"You cant get out much. This summer I was visiting the Peterborough locks when I had to bypass part of the museum display because the room was commandeered by Muslims at prayer with their shoes off and the woman in the back. 
Sometimes it is necessary for religions to morph into the reality of the modern world and the culture of where they reside."
39485,0,Trouble on the gravy train?
11766,0,"We the people did have our say on the ""Home Rules"" when we approved the County Home Rule Charter and its amendments.  The Charter vests the county's legislative and administrative powers in the Board.  You want the general public to vote on commissioner salaries, you'll need to amend the Charter."
39402,0,One thing that Silvia Luke brought up at last week's FIN meeting is that nonresidents do pay real property taxes.
62892,0,"Ah . . . we are not addressing ""wisdom"" here.  We are addressing the issue of who has the best chance of understanding the meaning of a text written more than 2000 years ago in a ancient language addressed to members of a very different culture with a very different history and world view?  Would that be someone who knows the language, history, world view and culture or someone who is totally ignorant of all four of these things?  I hope we don't get a response to this question with something like: ""Spiritual things are best understood by spiritual people."""
16763,0,The deep ecology movement has no notion about the effects of anything that they are saying.
98497,0,"""If someone claims to be a loyal American but...""

...later turns out to have traded 1/3 of the United State's uranium supply for millions in donations to her sham charity.

Is that what followed the elipses?"
93878,0,Sounds like Fred Meyer has amateurs working in its loss prevention dept.
85257,0,"Hurricane Harvey's intensity caused by global warming, dumped so much water in Texas, Houston sank 2 inches as confirmed by GPS satellites. The depression in the earth's crust resulted in uplift pressure on the other side of the tectonic plate in Mexico that helped triggered the earthquake."
6354,0,"That is why I say that free speech doesn't exist absent its context.   You wrote, ""I have the right to to speak a racial or ethnic slur"".   Your statement is too vague and general to know if you have that right or not.   If your racial or ethnic slur constitutes hate speech, you might not have that right.    You don't define the slur, or how it will be communicated.    And you're correct about being able to walk down the street yelling the n word and your First Amendment rights cover that.

My disagreement was based on the generality and lack of specifics in your comment.  Your example of walking down the street just talking or yelling the n word is sufficient context.   You and a buddy could do it together. There I must agree with you.  But you didn't say that originally, so it was not possible to know if your statement was true or not."
94436,0,"No, he's not. He's defending our first amendment, which you don't seem to have much respect for."
76286,0,"what bs, an opinion by the teachers pension guy who will make out huge off the backs of us taxpayers spewing this nonsense,"
49648,0,"Page 2 Section II a  Purchase of Target was for ""building a new city hall"" The Project
This loan to be used to purchase land for city purposes.  So which is it?   New City Hall or selling to a developer? Where is the for sale sign?

Section 2. Findings and Determinations. The City takes note of the following facts
and makes the following findings and determinations:

a) Authority and Description of the Project. The City is in need of land for City
purposes, which may include building a new city hall (the "" Project ""). The City Council therefore finds that it is in the best interests of the City to carry out the Project. 

ORDINANCE NO. 14 -777
AN ORDINANCE of the City ofFederal Way, Washington, establishing
a term loan and providing for the issuance and sale of a limited tax
general obligation bond anticipation note in the principal amount of not
to exceed $8,500, 000 to evidence the loan to be used to purchase land for
city purposes; and fixing the form, covenants and terms of the not"
66231,0,"Sorry @DollyParker, you are wrong.  

Restaurant owners, casual or otherwise,  should not be under any obligation to provide seating and allow the use of their infrastructure to people who are bringing in their own food. 

A restaurant or cafe which has undertaken to provide seating, at considerable cost (construction, rent, maintenance) should not be expected to seat people who have bought take-out  somewhere else, especially from somewhere that has not provided nice seating for their patrons.

It is absurd that you would think you could walk into a restaurant or cafe with your quarter pounder with cheese, or your fish and chips, or your ice cream cone, or your picnic lunch, or your venti latte, on the pretext of meeting up with a friend, or paying $2.50 for the coffee that goes with your purchased elsewhere food."
10569,0,"Whatever Trump has or hasn't done, the world has a bigger problem, one that is exemplified in the third paragraph: ""cozying up to Vladimir Putin and the Russians."" The previous administration certainly ""cozied up"" up to them; also to the Muslim Brotherhood, the Iranian regime and many other America-hating entities. The media/bureaucratic conglomerate trying to do in Trump went along with that and is thus guilty of such immense hypocrisy that it cannot be trusted one iota.

Because this irrational ""conglomerate"" holds so much power in the world's most important country, the world is in danger."
44294,0,"Do you ever consider that some of what you post is fake, too?  

Stereotyping people is rather diminishing, don't you think?  And unfair as well as untrue."
92512,0,"My response to Rite 80 and brad12.  The temper tantrum allegations you will not find that on any open newspaper sport section.  These allegations comes from the Warrior sports network blogs where you find Warrior fans.  Some of these fans get these information on probably first hand attending Warrior practice and from probably Warrior players during Norm chow era and today with Rolo's Warriors.  StarAdvertiser morning paper sports writers will of course not comment on allegations.  But Chris Naoele had a fallout with Norm chow coaches and now with the current coaches with Rolo. As I said if these allegations are true and not ""FAKE WARRIOR FOOTBALL NEWS"", than UH AD Matlin and Head Coach Rolovich will have to decide whether to keep Chris Naeole for the morale of the other Warrior coaches and the team as a whole."
59156,0,"They should have also mentioned the tree service company located  in Astoria, Quality Tree Removal, with pricing and contact information."
27529,0,I am more concerned about the nuclear weapons we have there.
82089,1,"Third major smack in the face for 45 in the first two months of his tenure. Even 30 plus House Republicans wouldn't support him or Lyin' Ryan. The irony here is that while 45 is playing his normal day to day blame game for his own inadequacy and ignorance by trying to blame the Democrats, the reality is that he couldn't even get enough in his own party to support this train wreck. He's an extremely weak representative of our country, and the entire world is watching this unstable clown. He is to our country what Palin is to our state. A complete embarrassment."
53879,1,Rochdale ... your brain is simply a bowel of dogs vomit.
34285,0,Danille is more well informed than so called experienced of Kevin. It was quite obvious. She has my vote
58427,0,"HI Davie215:
Thanks for the advice and I will visit Canadian Portfolio Manager website.Through a lot of adventures and misadventures I had a mill by 40.
The nice thing about that is you can turn the volume down and have a ""Couch Potato"" investing rational that reflects a lower risk early.
The key to my comment was""risk a bit""."
31472,0,"Trudeau's demands re. gender, climate change, etc. are nothing more than imposing a campaign platform for 2019 in negotiations for a trade treaty!"
93066,0,"Well Mine is brown and I have never experienced racism in my life. 

Well, except when I went down to my (I am a shareholder) native corporation started to apply for a position that was open and discovered the disclaimer on the back of the application stating that the corporation exercised Native preference by right of law.

I confess I needed that job and I had to think twice but I could not do it, I tore up the application and have refused to have anything to do with the corporation or any of its dealings since then.

As far as I know, they are still doing that same BS today and really ought to be ashamed of it."
81297,0,"This of course is not a report. It's a big rant on Turkey from an American neocon dropped into Canada.

What's the fuss? Erdogan constitutional win is far more legit than this Trump guy. He won't blow up Turkey. But Trump will blow up the world. 

Erdogan have made clear his views on the future of Turkey long before he was elected president, when he was mayor of Istanbul. He kept getting elected. He put is proposals on reforming the power of president and legislature into a national referendum. And won. It's called democracy. You have a problem with democracy? 

One more thing: Erdogan survived a coup staged by his long time enemy assisted by the CIA. Yup, yet another American attempt to overthrow, a NATO ally at that. He is going to do something about it now.

I expect Erdogan to exit the American orbit and return Turkey into a true sovereign state. After all, what benefits have decades of being an American puppet brought? Forever wars around its borders."
4393,0,Who is Norway paying equalization to?
56160,0,"Just to qualify Xer for that good year. Look pal, it is tough these days and I am not one to defend freedom of religion when proven to be a cultural hazard instead of the original intent of sanctity for those wishing to live a non invasive life in a tolerant new land. Nor do I dismiss the fact that religion has always been a tool for the powerful.
It's just your method protest seems quite oratory-in a cultish way-no offence."
26909,0,"You forgot to mention lead paint. It seems that you are the only person who see's the big picture. I agree with you the cost to these condo owners will bankrupt most of them. If you're renting your unit, think how much your landlord is going to raise your rent. Either way these owners lose."
895,0,"For the car death (and multiple injuries), yes.  That one deranged individual committed that murder.  And that guy needs to be punished to the full extent of the law.  As I'm sure he will be.

But I'm not talking about ONLY that, I'm talking about all the violence that took place, by BOTH sides."
18115,0,"Maybe that's why he studies what he studies ... he use to the ribbing already.

Do our cancer clinics here in Canada used trained medical dogs to sniff out cancer ?"
18143,0,"Seriously, are there many looking for parishes?"
48702,0,"I moved from Creswell after living there for the last 3 years. It's rapidly becomming a tale of two cities. On the east side of  I-5 the homes are more upscale than the west side - and on the west side is where most of the criminal element resides (more populace too). The schools are fairly lousy after elementary, and somehow the town supports 5 convenience stores but couldn't support a Ray's grocery. The local post office is about the worst I have ever experienced. 

I watched the criminal element gradually increase the last few years. Often times seeing one hoodlum face gone for awhile, only to see it reappear again mysteriously the following year or so.....likely due to release from jail/prison. There are no real police patrols to speak of, no speed traps, kids are bored, and rents hard to come by. Most apartment complexes are section 8 and welfare filled, and most baby momma's ever changing boyfriends are ex-cons and/or druggies. Creswell better figure it out fast."
9409,0,Well good for you.
92721,0,http://www.greeleytribune.com/news/the-red-tape-of-rape-unc-like-lots-of-universities-handles-many-rape-cases-through-title-ix-instead-of-a-court-of-law-many-times-the-victims-arent-happy-with-the-outcome/
23449,0,Looks like Cardinal Farrell is well deserving of his red hat.  Thank-you Fr. Farrell.
19242,1,"LOL!!  Democrats/Liberals FIRST and MAIN concern is VOTES! What they do for those you mentioned is attempt to BUY their VOTES via any number of idiotic promises including but NOT limited to FREE STUFF! People get a lot of lip service from the left but little REAL action that will get them better/any jobs or a path to a better life. If you ACTUALLY believe food-stamps, subsidized housing, free (cheep)  medical actually HELP people then YOU are part of the problem.. Good jobs and good pay are what they need. Democrats are like powerful SLAVE OWNERS, THEY own the POOR by giving them handouts and treat them like dirt!"
46354,0,"No, it's the ""Church of Love""."
80762,0,The only thing the CEO knows is that he has to bring a suitcase full of money for the bribe...LOL
67798,0,"While not denying liability of the pharmaceutical company, there are many balls still in the air.
The drug was approved on Health Canada and Ontario.  The addictive characteristics were known over a decade ago but the province did nothing.
Clearly, there is also provincial and federal government complicity in this."
15229,0,"""The lessons are the same everywhere: Unplug the rivers, and the fish will return.""

Below is a 10/24/16 NY Times article about how removing 2 dams from the Penobscot River in Maine has helped restore fish populations: ""Shad, alewives, blueback herring and other migratory fish once were plentiful on the Penobscot....Three enormous dams erected in the Penobscot, starting in the 1830s, changed all that, preventing migratory fish from reaching their breeding grounds. The populations all but collapsed....But two of the dams were razed in 2012 and 2013, and since then, fish have been rushing back into the Penobscot, Maine’s largest river....Nationwide, dam removals are gaining traction. Four dams are slated for removal from the Klamath River alone in California and Oregon by 2020...""
http://www.nytimes.com/2016/10/25/science/penobscot-river-maine-dam-removal-fish.html?smid=fb-share&_r=0"
30416,0,"Do they follow you now for home making wines, beers?"
82730,0,I don’t have disagreements with you - I disagree with what you post.
45382,0,............. and the morals of Republican politicians are extremely weak
64422,0,"As a parents of a nursing student attending university, we have paid over $30,000 in tuition and books never mind the countless hours helping her maintain her grades in school for the program. After graduating from the 4 year degree program and spending thousands of hours of study time, she will be looking after you when you are sick.

How is that tax fairness for people with children like mine ?"
47010,0,He must have rolled in with the thousands of gallons of raw waste and toxic sewage his country regularly releases into the waters of Southern California. Glad we could give him such a warm welcome🌤
11338,0,"i have yet to see, any statue hurt anyone. but i, have seen people who mentally misuse them to support their physical abuse. statues and flags, don't hurt people - people do. there a people in the world, that are offended by the american flag and statues of our forefathers too. it, does not mean we should eliminate them. it is also, part of our national history. any more than i expect, enemies of the united state, to honor our flag and anthem. state flags in the south, are no different than state flags in the north and west."
30557,0,Will we be guilty of wrongthink if we can't manufacture the same degree of outrage as you over a rag on a stick?
44822,1,Know who's responsible for the genocide in Myanmar? The Buddhists. Strike Buddhism off of your peaceful religions list.
37926,0,"God help this country if JT were ever to get on his high horse with Trump. As another columnist correctly observed, JT (and Canada) will get trampled all over. When scores of hard working Canadians become unemployed  the righteously indignant McLarens of this world will not be volunteering in the soup kitchen or letting the great unwashed into their finely upholstered halls; they will be nicely sheltered away in their fine upscale bubble holding boxes of tissue and cluck clucking away at the misery of the proletariat."
44903,1,"Crazy old man thinks there's still a draft, has job from which he can't be fired."
